feature_set,iteration,fold,class_label,precision,recall,f1
understand追加前 (excl3),8,9,クラス0(=FALSE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),8,9,クラス1(=TRUE),0.8,0.8,0.8
understand追加前 (excl3),8,10,クラス0(=FALSE),0.5,0.5,0.5
understand追加前 (excl3),8,10,クラス1(=TRUE),0.4,0.4,0.4
understand追加前 (excl3),iteration_8,avg_of_10folds,クラス0(FALSE),0.8333333333333333,0.78,0.7878066378066377
understand追加前 (excl3),iteration_8,avg_of_10folds,クラス1(TRUE),0.8071428571428572,0.8099999999999999,0.796958041958042
understand追加前 (excl3),9,1,クラス0(=FALSE),1.0,0.6,0.75
understand追加前 (excl3),9,1,クラス1(=TRUE),0.75,1.0,0.8571428571428571
understand追加前 (excl3),9,2,クラス0(=FALSE),1.0,0.8,0.8888888888888888
understand追加前 (excl3),9,2,クラス1(=TRUE),0.8571428571428571,1.0,0.9230769230769231
understand追加前 (excl3),9,3,クラス0(=FALSE),0.6666666666666666,0.8,0.7272727272727273
understand追加前 (excl3),9,3,クラス1(=TRUE),0.8,0.6666666666666666,0.7272727272727273
understand追加前 (excl3),9,4,クラス0(=FALSE),0.8,0.8,0.8
understand追加前 (excl3),9,4,クラス1(=TRUE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),9,5,クラス0(=FALSE),1.0,0.6,0.75
understand追加前 (excl3),9,5,クラス1(=TRUE),0.75,1.0,0.8571428571428571
understand追加前 (excl3),9,6,クラス0(=FALSE),1.0,0.5,0.6666666666666666
understand追加前 (excl3),9,6,クラス1(=TRUE),0.625,1.0,0.7692307692307693
understand追加前 (excl3),9,7,クラス0(=FALSE),0.625,0.8333333333333334,0.7142857142857143
understand追加前 (excl3),9,7,クラス1(=TRUE),0.6666666666666666,0.4,0.5
understand追加前 (excl3),9,8,クラス0(=FALSE),1.0,0.6666666666666666,0.8
understand追加前 (excl3),9,8,クラス1(=TRUE),0.7142857142857143,1.0,0.8333333333333334
understand追加前 (excl3),9,9,クラス0(=FALSE),0.75,0.5,0.6
understand追加前 (excl3),9,9,クラス1(=TRUE),0.5714285714285714,0.8,0.6666666666666666
understand追加前 (excl3),9,10,クラス0(=FALSE),0.8,0.6666666666666666,0.7272727272727273
understand追加前 (excl3),9,10,クラス1(=TRUE),0.6666666666666666,0.8,0.7272727272727273
understand追加前 (excl3),iteration_9,avg_of_10folds,クラス0(FALSE),0.8641666666666667,0.6766666666666666,0.7424386724386725
understand追加前 (excl3),iteration_9,avg_of_10folds,クラス1(TRUE),0.723452380952381,0.85,0.7694472194472195
understand追加前 (excl3),10,1,クラス0(=FALSE),1.0,1.0,1.0
understand追加前 (excl3),10,1,クラス1(=TRUE),1.0,1.0,1.0
understand追加前 (excl3),10,2,クラス0(=FALSE),0.75,0.6,0.6666666666666666
understand追加前 (excl3),10,2,クラス1(=TRUE),0.7142857142857143,0.8333333333333334,0.7692307692307693
understand追加前 (excl3),10,3,クラス0(=FALSE),0.7142857142857143,1.0,0.8333333333333334
understand追加前 (excl3),10,3,クラス1(=TRUE),1.0,0.6666666666666666,0.8
understand追加前 (excl3),10,4,クラス0(=FALSE),0.8333333333333334,1.0,0.9090909090909091
understand追加前 (excl3),10,4,クラス1(=TRUE),1.0,0.8333333333333334,0.9090909090909091
understand追加前 (excl3),10,5,クラス0(=FALSE),1.0,0.8,0.8888888888888888
understand追加前 (excl3),10,5,クラス1(=TRUE),0.8571428571428571,1.0,0.9230769230769231
understand追加前 (excl3),10,6,クラス0(=FALSE),0.75,1.0,0.8571428571428571
understand追加前 (excl3),10,6,クラス1(=TRUE),1.0,0.6,0.75
understand追加前 (excl3),10,7,クラス0(=FALSE),0.8,0.6666666666666666,0.7272727272727273
understand追加前 (excl3),10,7,クラス1(=TRUE),0.6666666666666666,0.8,0.7272727272727273
understand追加前 (excl3),10,8,クラス0(=FALSE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (excl3),10,8,クラス1(=TRUE),0.8,0.8,0.8
understand追加前 (excl3),10,9,クラス0(=FALSE),0.5,0.3333333333333333,0.4
understand追加前 (excl3),10,9,クラス1(=TRUE),0.42857142857142855,0.6,0.5
understand追加前 (excl3),10,10,クラス0(=FALSE),0.75,0.5,0.6
